Origin,Destination,Traffic
Qatar,Singapore,516022
Qatar,Somalia,11897
Qatar,South Africa,334519
Qatar,South Korea,209029
Qatar,Spain,420181
Qatar,Sudan,29808
Qatar,Sweden,90066
Qatar,Switzerland,398790
Qatar,Tanzania,123708
Qatar,Thailand,433786
Qatar,Tunisia,125246
Qatar,Turkey,920659
Qatar,Uganda,69296
Qatar,Ukraine,160524
Qatar,United Kingdom,2221199
Qatar,United States of America,1473768
Qatar,Vietnam,577656
Reunion,Madagascar,116722
Reunion,Seychelles,16496
Romania,Austria,742536
Romania,Belgium,145267
Romania,Bulgaria,39323
Romania,Canada,35198
Romania,Croatia,9036
Romania,Cyprus,103747
Romania,Czechia,105936
Romania,Egypt,22502
Romania,Estonia,2432
Romania,France,35471
Romania,Georgia,15144
Romania,Germany,745565
Romania,Greece,36115
Romania,Ireland,90488
Romania,Israel,826520
Romania,Italy,806355
Romania,Malta,28168
Romania,Netherlands,51971
Romania,Norway,34380
Romania,Poland,265982
Romania,Romania,1313326
Romania,Russia,92897
Romania,Saudi Arabia,4
Romania,Spain,525024
Romania,Sweden,44479
Romania,Switzerland,108753
Romania,Tunisia,8076
Romania,Turkey,78550
Romania,United Arab Emirates,12024
Romania,United Kingdom,1042394
Russia,Armenia,1529072
Russia,Austria,742101
Russia,Azerbaijan,773484
Russia,Belarus,1635442
Russia,Bulgaria,141797
Russia,China,1136923
Russia,Taiwan,14196
Russia,Croatia,113495
Russia,Cuba,92603
Russia,Cyprus,790089
Russia,Czechia,992157
Russia,Dominican Republic,19279
Russia,Estonia,122626
Russia,Finland,344624
Russia,France,1260194
Russia,Georgia,604508
Russia,Germany,3063551
Russia,Greece,381384
Russia,Iceland,11115
Russia,India,340
Russia,Ireland,68280
Russia,Israel,1235015
Russia,Italy,2480059
Russia,Japan,345574
Russia,Kazakhstan,739775
Russia,Kyrgyzstan,886574
Russia,Latvia,866916
Russia,Lithuania,158623
Russia,Malta,10994
Russia,Moldova,690751
Russia,Mongolia,124684
Russia,Montenegro,600300
Russia,Oman,94769
Russia,Poland,430829
Russia,Portugal,176863
Russia,Qatar,270877
Russia,Russia,64748981
Russia,Singapore,58831
Russia,South Korea,5109
Russia,Spain,710172
Russia,Switzerland,711104
Russia,Tajikistan,848284
Russia,Tanzania,3622
Russia,Thailand,236532
Russia,Tunisia,197983
Russia,Turkey,1641000
Russia,Turkmenistan,288
Russia,Ukraine,4221351
Russia,United Arab Emirates,1244926
Russia,United Kingdom,171482
Russia,Uzbekistan,2340188
Russia,Vietnam,374473
Rwanda,Gabon,13704
Rwanda,Israel,16506
Rwanda,Kenya,187237
Rwanda,Nigeria,80992
Rwanda,Rwanda,31019
Rwanda,United Kingdom,47350
Rwanda,Zambia,44495
Saint Helena,Saint Helena,2176
Saint Helena,South Africa,7061
Saint Kitts and Nevis,Canada,7869
Saint Kitts and Nevis,Saint Kitts and Nevis,688
Saint Kitts and Nevis,Sint Maarten,39330
Saint Kitts and Nevis,United States of America,28123
Saint Lucia,Canada,84227
Saint Lucia,Saint Lucia,1320
Saint Lucia,Saint Vincent and the Grenadines,22232
Saint Lucia,United States of America,3602
Saint Pierre and Miquelon,Canada,35978
Saint Vincent and the Grenadines,Canada,16322
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,1670
Sao Tome and Principe,Sao Tome and Principe,17428
Saudi Arabia,Afghanistan,146104
Saudi Arabia,Albania,412
Saudi Arabia,Algeria,53628
Saudi Arabia,Austria,44592
Saudi Arabia,Azerbaijan,29739
Saudi Arabia,Bahrain,60
Saudi Arabia,Bangladesh,26221
Saudi Arabia,Belgium,176
Saudi Arabia,Bosnia and Herzegovina,63514
Saudi Arabia,Canada,3929
Saudi Arabia,China,11498
Saudi Arabia,Egypt,497349
Saudi Arabia,France,176
Saudi Arabia,Georgia,49081
Saudi Arabia,Germany,79898
Saudi Arabia,India,313581
Saudi Arabia,Indonesia,522682
Saudi Arabia,Iran,4
Saudi Arabia,Italy,25187
Saudi Arabia,Kenya,44484
Saudi Arabia,Kuwait,916064
Saudi Arabia,Libya,94941
Saudi Arabia,Malaysia,698748
Saudi Arabia,Maldives,21737
Saudi Arabia,Mauritius,43712
Saudi Arabia,Morocco,62076
Saudi Arabia,Nepal,64190
Saudi Arabia,Niger,19854
Saudi Arabia,Nigeria,33881
Saudi Arabia,Oman,918271
Saudi Arabia,Pakistan,2695255
Saudi Arabia,Philippines,367751
Saudi Arabia,Poland,2
Saudi Arabia,Russia,4862
Saudi Arabia,Saudi Arabia,24898151
Saudi Arabia,Serbia,1235
Saudi Arabia,Singapore,179760
Saudi Arabia,Somalia,13487
Saudi Arabia,South Africa,80972
Saudi Arabia,Spain,41034
Saudi Arabia,Sudan,758747
Saudi Arabia,Tunisia,299214
Saudi Arabia,Turkey,340239
Saudi Arabia,United Arab Emirates,2389935
Saudi Arabia,United Kingdom,357478
Saudi Arabia,United States of America,146648
Saudi Arabia,Uzbekistan,56361
Saudi Arabia,Yemen,418
Senegal,Burkina Faso,57872
Senegal,Cape Verde,66848
Senegal,Equatorial Guinea,2754
Senegal,France,16009
Senegal,Gabon,19
Senegal,Guinea Bissau,55439
Senegal,Italy,89494
Senegal,Kenya,23960
Senegal,Mauritania,45347
Senegal,Morocco,751
Senegal,Niger,6357
Senegal,Nigeria,11261
Senegal,Portugal,142124
Senegal,Senegal,111523
Senegal,Sierra Leone,2589
Senegal,South Africa,7917
Senegal,Spain,140258
Senegal,Togo,57887
Senegal,Tunisia,47648
Senegal,Turkey,82685
Senegal,United Arab Emirates,65136
Senegal,United States of America,48670
Serbia,Albania,51112
Serbia,Austria,384692
Serbia,Belarus,10337
Serbia,Belgium,38770
Serbia,Bosnia and Herzegovina,53531
Serbia,Bulgaria,34517
Serbia,China,85
Serbia,Croatia,106086
Serbia,Cyprus,56002
Serbia,Czechia,34829
Serbia,Denmark,57402
Serbia,Egypt,99665
Serbia,Finland,15041
Serbia,France,388764
Serbia,Germany,1187130
Serbia,Greece,72992
Serbia,Hungary,5522
Serbia,Iran,7599
Serbia,Israel,73328
Serbia,Italy,242731
Serbia,Lebanon,44610
Serbia,North Macedonia,43177
Serbia,Malta,65255
Serbia,Montenegro,532426
Serbia,Netherlands,66648
Serbia,Norway,45878
Serbia,Poland,68457
Serbia,Portugal,351
Serbia,Qatar,87250
Serbia,Romania,67311
Serbia,Russia,394679
Serbia,Slovenia,76199
Serbia,Spain,15100
Serbia,Sweden,181785
Serbia,Switzerland,894092
Serbia,Tunisia,18494
Serbia,Turkey,341388
Serbia,Ukraine,12728
Serbia,United Arab Emirates,74071
Serbia,United Kingdom,172880
Serbia,United States of America,72439
Seychelles,Austria,6866
Seychelles,Israel,1233
Seychelles,Madagascar,5570
Seychelles,Seychelles,298368
Seychelles,Switzerland,32070
Sierra Leone,Burkina Faso,723
Sierra Leone,Cape Verde,120
Sierra Leone,Kenya,23717
Sierra Leone,Liberia,39389
Sierra Leone,Mauritania,23
Sierra Leone,Nigeria,14496
Sierra Leone,Togo,10601
Sierra Leone,Turkey,12975
Singapore,Australia,1311384
Singapore,China,1439998
Singapore,Taiwan,1759281
Singapore,Germany,108500
Singapore,India,564233
Singapore,Indonesia,862778
Singapore,Laos,20554
Singapore,Malaysia,4482747
Singapore,New Zealand,30831
Singapore,Poland,87223
Singapore,Singapore,3
Singapore,Switzerland,512777
Singapore,Thailand,238460
Singapore,Uzbekistan,6243
Sint Maarten,Canada,74774
Slovakia,Austria,72678
Slovakia,Belgium,62687
Slovakia,Bulgaria,74623
Slovakia,Cape Verde,8520
Slovakia,Cyprus,79963
Slovakia,Czechia,52457
Slovakia,Egypt,74622
Slovakia,France,33780
Slovakia,Georgia,12
Slovakia,Germany,6630
Slovakia,Greece,153128
Slovakia,Iceland,740
Slovakia,Ireland,125450
Slovakia,Israel,25708
Slovakia,Italy,80062
Slovakia,North Macedonia,72713
Slovakia,Malta,35743
Slovakia,Morocco,16082
Slovakia,Netherlands,27030
Slovakia,Oman,5288
Slovakia,Poland,47930
Slovakia,Russia,91288
Slovakia,Serbia,31596
Slovakia,Slovakia,1243
Slovakia,Spain,89589
Slovakia,Tunisia,6507
Slovakia,Turkey,12572
Slovakia,Ukraine,163338
Slovakia,United Arab Emirates,35244
Slovakia,United Kingdom,611463
Slovenia,Albania,55368
Slovenia,Austria,49523
Slovenia,Bosnia and Herzegovina,23005
Slovenia,Bulgaria,9960
Slovenia,Croatia,2891
Slovenia,Czechia,11697
Slovenia,Estonia,234
Slovenia,Georgia,448
Slovenia,Germany,128398
Slovenia,Greece,22819
Slovenia,Israel,18708
Slovenia,Italy,4322
Slovenia,Japan,210
Slovenia,Latvia,250
Slovenia,North Macedonia,43817
Slovenia,Montenegro,60799
Slovenia,Poland,45486
Slovenia,Romania,24
Slovenia,Russia,78080
Slovenia,Saudi Arabia,298
Slovenia,Serbia,40356
Slovenia,Slovenia,304
Slovenia,Spain,991
Slovenia,Switzerland,89415
Slovenia,United Kingdom,2097
Solomon Islands,Fiji,21526
Solomon Islands,Kiribati,10154
Solomon Islands,Nauru,19929
Solomon Islands,Papua New Guinea,29219
Solomon Islands,Solomon Islands,132874
Solomon Islands,Vanuatu,11612
Somalia,Djibouti,15240
Somalia,Kenya,157655
Somalia,Saudi Arabia,1
Somalia,Somalia,59926
Somalia,United Arab Emirates,38475
South Africa,Angola,255531
South Africa,Australia,343263
South Africa,Austria,25935
South Africa,Botswana,136256
South Africa,China,67913
South Africa,Gabon,15046
South Africa,Germany,347486
South Africa,Hong Kong,17221
South Africa,Israel,64965
South Africa,Kenya,414185
South Africa,Lesotho,59528
South Africa,Madagascar,52496
South Africa,Malawi,118180
South Africa,Mauritius,389986
South Africa,Mozambique,369152
South Africa,Namibia,619287
South Africa,Nigeria,132610
South Africa,Qatar,137688
South Africa,Reunion,28561
South Africa,Rwanda,124085
South Africa,Saint Helena,366
South Africa,Saudi Arabia,7
South Africa,Seychelles,71167
South Africa,Singapore,204833
South Africa,South Africa,15497761
South Africa,Spain,52059
South Africa,Swaziland,56265
South Africa,Switzerland,218358
South Africa,Tanzania,47836
South Africa,Togo,8685
South Africa,Turkey,169431
South Africa,United Arab Emirates,715961
South Africa,United Kingdom,1393817
South Africa,United States of America,3049
South Africa,Zambia,466966
South Africa,Zimbabwe,276310
South Korea,Australia,424065
South Korea,Austria,83175
South Korea,Cambodia,384948
South Korea,Canada,687086
South Korea,China,14099015
South Korea,Taiwan,4880423
South Korea,Croatia,37080
South Korea,Czechia,222515
South Korea,Fiji,34428
South Korea,Germany,162221
South Korea,Hong Kong,158254
South Korea,Israel,58633
South Korea,Italy,140268
South Korea,Japan,11591069
South Korea,Kazakhstan,24209
South Korea,Laos,424447
South Korea,Macau,679613
South Korea,Malaysia,1208065
South Korea,Maldives,24868
South Korea,Mexico,95748
South Korea,Mongolia,448135
South Korea,Myanmar,119669
South Korea,Nepal,70167
South Korea,Palau,47437
South Korea,Philippines,2693881
South Korea,Poland,120892
South Korea,Portugal,8393
South Korea,Russia,1551868
South Korea,Singapore,1557174
South Korea,South Korea,31017553
South Korea,Spain,81723
South Korea,Switzerland,53119
South Korea,Turkey,544010
South Korea,United Kingdom,506679
South Korea,United States of America,3999813
South Korea,Uzbekistan,297516
South Korea,Vietnam,2045011
South Sudan,Iran,4192
South Sudan,Kenya,82467
South Sudan,Rwanda,6302
South Sudan,South Sudan,809
South Sudan,Sudan,47683
South Sudan,Uganda,14
Spain,Algeria,358014
Spain,Argentina,203771
Spain,Austria,2386340
Spain,Bahrain,3052
Spain,Belarus,63405
Spain,Belgium,2892803
Spain,Bolivia,161405
Spain,Brazil,316724
Spain,Bulgaria,450520
Spain,Canada,529118
Spain,Cape Verde,18186
Spain,Chile,551181
Spain,China,459673
Spain,Colombia,352830
Spain,Costa Rica,201979
Spain,Croatia,250785
Spain,Cuba,15357
Spain,Cyprus,33
Spain,Czechia,1109060
Spain,Denmark,1407751
Spain,Dominican Republic,650622
Spain,Ecuador,243176
Spain,Egypt,64709
Spain,El Salvador,106876
Spain,Equatorial Guinea,55899
Spain,Estonia,36278
Spain,Finland,946028
Spain,France,7571418
Spain,Gambia,21831
Spain,Georgia,51655
Spain,Germany,13476744
Spain,Greece,106852
Spain,Honduras,31746
Spain,Hong Kong,109575
Spain,Hungary,538381
Spain,Iceland,126530
Spain,Iran,40282
Spain,Ireland,2726161
Spain,Israel,974643
Spain,Italy,10221075
Spain,Japan,129503
Spain,Kuwait,8307
Spain,Latvia,205193
Spain,Lebanon,42508
Spain,Lithuania,214050
Spain,Luxembourg,244232
Spain,North Macedonia,29927
Spain,Malta,295638
Spain,Mauritania,44421
Spain,Mauritius,9512
Spain,Mexico,913803
Spain,Moldova,52143
Spain,Montenegro,15690
Spain,Morocco,1712625
Spain,Netherlands,2548614
Spain,Nicaragua,1167
Spain,Norway,1930541
Spain,Pakistan,31978
Spain,Panama,246886
Spain,Peru,70615
Spain,Poland,1566004
Spain,Portugal,3149834
Spain,Qatar,477965
Spain,Romania,1283285
Spain,Russia,1423602
Spain,Saudi Arabia,28028
Spain,Senegal,16415
Spain,Serbia,38947
Spain,Singapore,73924
Spain,Slovakia,28475
Spain,Slovenia,4549
Spain,South Korea,191016
Spain,Spain,43307193
Spain,Sweden,1522966
Spain,Switzerland,4510380
Spain,Tunisia,124144
Spain,Turkey,801451
Spain,Ukraine,375723
Spain,United Arab Emirates,511850
Spain,United Kingdom,23800250
Spain,United States of America,2805273
Spain,Uruguay,267245
Spain,Western Sahara,7384
Sri Lanka,Australia,177088
Sri Lanka,Austria,267
Sri Lanka,Bangladesh,119325
Sri Lanka,China,300854
Sri Lanka,Hong Kong,107753
Sri Lanka,India,2052150
Sri Lanka,Indonesia,90
Sri Lanka,Japan,88202
Sri Lanka,Kuwait,281384
Sri Lanka,Malaysia,481602
Sri Lanka,Maldives,670499
Sri Lanka,Oman,279520
Sri Lanka,Pakistan,83786
Sri Lanka,Poland,10677
Sri Lanka,Qatar,977441
Sri Lanka,Russia,114565
Sri Lanka,Saudi Arabia,546790
Sri Lanka,Seychelles,26555
Sri Lanka,Singapore,573044
Sri Lanka,South Korea,35701
Sri Lanka,Sri Lanka,28935
Sri Lanka,Sweden,588
Sri Lanka,Switzerland,31769
Sri Lanka,Turkey,56789
Sri Lanka,Ukraine,18964
Sri Lanka,United Arab Emirates,1124366
Sri Lanka,United Kingdom,225877
Sudan,Chad,13168
Sudan,Italy,779
Sudan,Kenya,24171
Sudan,Kuwait,7259
Sudan,Libya,39320
Sudan,Oman,73699
Sudan,Saudi Arabia,351271
Sudan,South Sudan,5712
Sudan,Sudan,396502
Sudan,United Arab Emirates,142558
Suriname,Cuba,26146
Suriname,Dominican Republic,1204
Suriname,Panama,13263
Suriname,Sint Maarten,256
Suriname,Trinidad and Tobago,46123
Suriname,United States of America,1594
Suriname,Venezuela,3565
Sweden,Austria,419136
Sweden,Belarus,18986
Sweden,Belgium,434881
Sweden,Bosnia and Herzegovina,157307
Sweden,Brazil,2
Sweden,Bulgaria,35939
Sweden,Cape Verde,51350
Sweden,China,184883
Sweden,Croatia,289273
Sweden,Cyprus,105270
Sweden,Czechia,344010
Sweden,Denmark,1538426
Sweden,Dominican Republic,10582
Sweden,Egypt,30586
Sweden,Eritrea,55
Sweden,Estonia,306848
Sweden,Finland,2021484
Sweden,France,990258
Sweden,Germany,2748504
Sweden,Greece,503309
Sweden,Hong Kong,1207
Sweden,Hungary,223411
Sweden,Iceland,184789
Sweden,India,65442
Sweden,Iran,45038
Sweden,Ireland,149471
Sweden,Israel,45783
Sweden,Italy,764689
Sweden,Japan,233
Sweden,Latvia,298951
Sweden,Lebanon,9117
Sweden,Lithuania,164294
Sweden,Luxembourg,2510
Sweden,North Macedonia,225525
Sweden,Malta,103460
Sweden,Mauritius,9564
Sweden,Mexico,15880
Sweden,Montenegro,37398
Sweden,Morocco,36552
Sweden,Netherlands,40726
Sweden,Norway,1837417
Sweden,Poland,1228953
Sweden,Portugal,274558
Sweden,Qatar,274762
Sweden,Romania,152038
Sweden,Russia,275562
Sweden,Serbia,135403
Sweden,Singapore,52211
Sweden,Spain,1363040
Sweden,Sri Lanka,6174
Sweden,Sweden,7781903
Sweden,Switzerland,657342
Sweden,Thailand,356764
Sweden,Tunisia,11259
Sweden,Turkey,785842
Sweden,Ukraine,182797
Sweden,United Arab Emirates,285672
Sweden,United Kingdom,2565469
Sweden,United States of America,683498
Sweden,Vietnam,12653
Switzerland,Albania,4648
Switzerland,Austria,566883
Switzerland,Azerbaijan,11289
Switzerland,Belarus,18457
Switzerland,Bosnia and Herzegovina,5152
Switzerland,Bulgaria,61330
Switzerland,Canada,150633
Switzerland,Cape Verde,11370
Switzerland,China,52314
Switzerland,Croatia,174490
Switzerland,Cyprus,36829
Switzerland,Czechia,140029
Switzerland,Denmark,105781
Switzerland,Egypt,38913
Switzerland,Finland,104748
Switzerland,France,1407800
Switzerland,Germany,1700987
Switzerland,Greece,324042
Switzerland,Hungary,277110
Switzerland,Iceland,74458
Switzerland,Ireland,51713
Switzerland,Israel,211549
Switzerland,Italy,925137
Switzerland,Japan,545
Switzerland,Kenya,21377
Switzerland,Kuwait,20914
Switzerland,Latvia,28488
Switzerland,Luxembourg,55974
Switzerland,North Macedonia,15454
Switzerland,Malta,27873
Switzerland,Mauritius,8698
Switzerland,Moldova,13008
Switzerland,Montenegro,7346
Switzerland,Morocco,258728
Switzerland,Netherlands,10502
Switzerland,Norway,60303
Switzerland,Poland,342563
Switzerland,Portugal,1758820
Switzerland,Romania,204456
Switzerland,Russia,6472
Switzerland,Saudi Arabia,74430
Switzerland,Serbia,318690
Switzerland,Slovenia,222
Switzerland,Spain,1873882
Switzerland,Switzerland,686456
Switzerland,Tunisia,101214
Switzerland,Turkey,740976
Switzerland,Ukraine,56865
Switzerland,United Arab Emirates,7924
Switzerland,United Kingdom,4031391
Switzerland,United States of America,205250
Syria,Armenia,9262
Syria,Iran,47159
Syria,Iraq,132379
Syria,Kuwait,92772
Syria,Oman,8818
Syria,Russia,12299
Syria,Saudi Arabia,636
Syria,Sudan,19649
Syria,Syria,23311
Syria,United Arab Emirates,53511
Taiwan,Austria,277471
Taiwan,Cambodia,867
Taiwan,Canada,718333
Taiwan,China,2351821
Taiwan,Taiwan,7160685
Taiwan,Japan,1439049
Taiwan,Macau,431026
Taiwan,Malaysia,114811
Taiwan,Philippines,94022
Taiwan,Russia,5862
Taiwan,Singapore,123496
Taiwan,South Korea,152585
Taiwan,Vietnam,533281
Tajikistan,Afghanistan,12613
Tajikistan,China,58386
Tajikistan,Germany,16484
Tajikistan,Iran,3886
Tajikistan,Kazakhstan,9304
Tajikistan,Kyrgyzstan,10781
Tajikistan,Russia,1009435
Tajikistan,Tajikistan,6776
Tajikistan,Turkey,87900
Tajikistan,Turkmenistan,296
Tajikistan,Uzbekistan,35709
Thailand,Australia,1417668
Thailand,Austria,347586
Thailand,Bangladesh,548313
Thailand,Belgium,145705
Thailand,Bhutan,96159
Thailand,Brunei Darussalam,66760
Thailand,Cambodia,2237172
Thailand,China,18118720
Thailand,Taiwan,2816045
Thailand,Croatia,276
Thailand,Denmark,255924
Thailand,Egypt,50772
Thailand,Finland,357867
Thailand,France,469134
Thailand,Georgia,1450
Thailand,Germany,1050318
Thailand,Hong Kong,4354324
Thailand,India,4433220
Thailand,Indonesia,1700407
Thailand,Iran,100037
Thailand,Israel,220334
Thailand,Italy,269177
Thailand,Japan,5887410
Thailand,Kazakhstan,4099
Thailand,Kenya,61013
Thailand,Kuwait,170511
Thailand,Laos,969078
Thailand,Macau,901658
Thailand,Malaysia,4873255
Thailand,Maldives,172536
Thailand,Mauritius,232
Thailand,Mongolia,10915
Thailand,Myanmar,2013395
Thailand,Nepal,335861
Thailand,Norway,254232
Thailand,Oman,577408
Thailand,Pakistan,354981
Thailand,Philippines,1325138
Thailand,Poland,12168
Thailand,Qatar,1248896
Thailand,Reunion,42963
Thailand,Russia,1658985
Thailand,Saudi Arabia,8466
Thailand,Singapore,5922622
Thailand,South Korea,4550797
Thailand,Sri Lanka,435819
Thailand,Sweden,6636
Thailand,Switzerland,477407
Thailand,Thailand,37531946
Thailand,Turkey,548197
Thailand,Ukraine,114883
Thailand,United Arab Emirates,1650705
Thailand,United Kingdom,851355
Thailand,Uzbekistan,71753
Thailand,Vietnam,4164067
Timor Leste,Australia,52556
Timor Leste,Indonesia,248857
Timor Leste,Singapore,3237
Togo,Burkina Faso,37623
Togo,Cameroon,9285
Togo,Cape Verde,3
Togo,Chad,21706
Togo,Congo,4173
Togo,Equatorial Guinea,18593
Togo,Guinea Bissau,7968
Togo,Liberia,7193
Togo,Niger,24020
Togo,Nigeria,56055
Togo,Portugal,10476
Togo,Sao Tome and Principe,1005
Tonga,Tonga,22274
Trinidad and Tobago,Canada,169448
Trinidad and Tobago,Guadeloupe,330
Trinidad and Tobago,Panama,106170
Trinidad and Tobago,Saint Lucia,72883
Trinidad and Tobago,Saint Vincent and the Grenadines,87490
Trinidad and Tobago,Sint Maarten,9920
Trinidad and Tobago,Trinidad and Tobago,1043763
Trinidad and Tobago,United States of America,16
Tunisia,Albania,62
Tunisia,Austria,50225
Tunisia,Belgium,24347
Tunisia,Bosnia and Herzegovina,260
Tunisia,Bulgaria,4854
Tunisia,Canada,51736
Tunisia,Egypt,88
Tunisia,France,472610
Tunisia,Germany,227522
Tunisia,Italy,71229
Tunisia,Libya,76089
Tunisia,Luxembourg,37096
Tunisia,Montenegro,59
Tunisia,Poland,72072
Tunisia,Portugal,12674
Tunisia,Romania,4212
Tunisia,Russia,453399
Tunisia,Saudi Arabia,17966
Tunisia,Switzerland,67617
Tunisia,Tunisia,158183
Tunisia,Turkey,119
Tunisia,United Kingdom,25901
Turkey,Afghanistan,294535
Turkey,Albania,288572
Turkey,Algeria,124628
Turkey,Austria,1194092
Turkey,Azerbaijan,322092
Turkey,Bahrain,5737
Turkey,Belarus,133325
Turkey,Belgium,337117
Turkey,Bosnia and Herzegovina,325003
Turkey,Bulgaria,327803
Turkey,Burkina Faso,29082
Turkey,Cameroon,33255
Turkey,Canada,275386
Turkey,Chad,8612
Turkey,China,556589
Turkey,Taiwan,211235
Turkey,Congo,4775
Turkey,Croatia,158288
Turkey,Cyprus,1071643
Turkey,Czechia,674182
Turkey,Denmark,215357
Turkey,Djibouti,28921
Turkey,Egypt,418409
Turkey,Estonia,115759
Turkey,Finland,157055
Turkey,France,1026080
Turkey,Gabon,20537
Turkey,Georgia,676426
Turkey,Germany,11202305
Turkey,Greece,174789
Turkey,Hungary,105627
Turkey,Iran,614066
Turkey,Iraq,304233
Turkey,Ireland,83645
Turkey,Israel,2131980
Turkey,Italy,1099665
Turkey,Japan,225521
Turkey,Jordan,21369
Turkey,Kazakhstan,268722
Turkey,Kenya,139848
Turkey,Kuwait,928572
Turkey,Kyrgyzstan,1
Turkey,Latvia,113801
Turkey,Lebanon,117774
Turkey,Libya,330770
Turkey,Lithuania,173208
Turkey,Luxembourg,105988
Turkey,North Macedonia,246696
Turkey,Madagascar,25416
Turkey,Malaysia,190315
Turkey,Maldives,117543
Turkey,Malta,162480
Turkey,Mauritania,19739
Turkey,Mauritius,97076
Turkey,Mexico,18603
Turkey,Moldova,189018
Turkey,Mongolia,36299
Turkey,Montenegro,127715
Turkey,Morocco,60376
Turkey,Mozambique,12904
Turkey,Nepal,132186
Turkey,Netherlands,286619
Turkey,Niger,32513
Turkey,Nigeria,172897
Turkey,Norway,458693
Turkey,Oman,243038
Turkey,Pakistan,321716
Turkey,Panama,31044
Turkey,Philippines,217308
Turkey,Poland,778050
Turkey,Portugal,284531
Turkey,Qatar,69843
Turkey,Romania,661901
Turkey,Russia,5420073
Turkey,Rwanda,30049
Turkey,Saudi Arabia,2468309
Turkey,Serbia,281202
Turkey,Seychelles,47612
Turkey,Singapore,321182
Turkey,Slovakia,199408
Turkey,Slovenia,170635
Turkey,Somalia,48020
Turkey,South Africa,143257
Turkey,Spain,620250
Turkey,Sudan,114326
Turkey,Sweden,105206
Turkey,Switzerland,1159882
Turkey,Tanzania,67761
Turkey,Tunisia,443824
Turkey,Turkey,49297062
Turkey,Ukraine,1683558
Turkey,United Arab Emirates,284101
Turkey,United Kingdom,5856649
Turkey,United States of America,1420874
Turkey,Uzbekistan,585557
Turkey,Vietnam,115805
Turkey,Zambia,8693
Turkmenistan,Azerbaijan,53905
Turkmenistan,Belarus,30981
Turkmenistan,China,42482
Turkmenistan,France,15092
Turkmenistan,Germany,21697
Turkmenistan,India,105071
Turkmenistan,Russia,197997
Turkmenistan,Saudi Arabia,6745
Turkmenistan,Tajikistan,467
Turkmenistan,Thailand,47127
Turkmenistan,Turkey,302494
Turkmenistan,Turkmenistan,1376746
Turkmenistan,United Arab Emirates,112135
Turkmenistan,United Kingdom,44543
Turkmenistan,Uzbekistan,156
Turks and Caicos Islands,Canada,99324
Turks and Caicos Islands,Dominican Republic,44155
Turks and Caicos Islands,Turks and Caicos Islands,138570
Turks and Caicos Islands,United States of America,41
Tuvalu,Fiji,16794
Tuvalu,Kiribati,3165
Uganda,Democratic Republic of the Congo,20320
Uganda,Germany,161
Uganda,Kenya,436716
Uganda,Rwanda,99693
Uganda,Somalia,7648
Uganda,South Africa,46028
Uganda,South Sudan,109697
Uganda,Tanzania,28417
Uganda,Turkey,51122
Uganda,Uganda,28604
Ukraine,Albania,8676
Ukraine,Austria,741031
Ukraine,Belarus,581658
Ukraine,Bulgaria,75551
Ukraine,Canada,77151
Ukraine,China,182991
Ukraine,Croatia,15445
Ukraine,Cyprus,234073
Ukraine,Czechia,274481
Ukraine,Dominican Republic,5089
Ukraine,Estonia,103681
Ukraine,Finland,746
Ukraine,France,29653
Ukraine,Georgia,331387
Ukraine,Germany,816867
Ukraine,Greece,87294
Ukraine,Israel,844188
Ukraine,Italy,570708
Ukraine,Kazakhstan,37244
Ukraine,Latvia,310609
Ukraine,Lithuania,340750
Ukraine,Malta,19906
Ukraine,Moldova,95883
Ukraine,Norway,4269
Ukraine,Poland,1667531
Ukraine,Portugal,47943
Ukraine,Romania,16845
Ukraine,Russia,372357
Ukraine,Slovakia,4454
Ukraine,Slovenia,40
Ukraine,Spain,188273
Ukraine,Switzerland,121499
Ukraine,Turkey,199731
Ukraine,Ukraine,1293813
Ukraine,United Arab Emirates,90747
Ukraine,United Kingdom,420006
United Arab Emirates,Afghanistan,622227
United Arab Emirates,Angola,108670
United Arab Emirates,Argentina,69512
United Arab Emirates,Armenia,95444
United Arab Emirates,Australia,2839250
United Arab Emirates,Austria,416722
United Arab Emirates,Azerbaijan,452800
United Arab Emirates,Bahrain,489691
United Arab Emirates,Bangladesh,220295
United Arab Emirates,Belarus,32763
United Arab Emirates,Belgium,166398
United Arab Emirates,Bosnia and Herzegovina,149327
United Arab Emirates,Brazil,387390
United Arab Emirates,Bulgaria,90074
United Arab Emirates,Cambodia,51629
United Arab Emirates,Canada,491181
United Arab Emirates,Chile,28194
United Arab Emirates,China,2404245
United Arab Emirates,Taiwan,325037
United Arab Emirates,Croatia,126665
United Arab Emirates,Cyprus,94072
United Arab Emirates,Czechia,462860
United Arab Emirates,Democratic Republic of the Congo,974
United Arab Emirates,Djibouti,55134
United Arab Emirates,Egypt,779462
United Arab Emirates,Finland,137932
United Arab Emirates,France,943776
United Arab Emirates,Georgia,378435
United Arab Emirates,Germany,3083575
United Arab Emirates,Greece,256
United Arab Emirates,Hong Kong,1191571
United Arab Emirates,Hungary,468
United Arab Emirates,India,8297362
United Arab Emirates,Indonesia,295171
United Arab Emirates,Iran,993445
United Arab Emirates,Iraq,255417
United Arab Emirates,Ireland,229973
United Arab Emirates,Italy,2012959
United Arab Emirates,Japan,937839
United Arab Emirates,Kazakhstan,153391
